job_id,job_title,date,company_name,country,country_code,region,field,full_description,coordinates
HR107,IZVANREDNI PROFESOR/IZVANREDNA PROFESORICA NA KATEDRI ZA ZDRAVSTVENU EKOLOGIJU,2025-12-03,SVEUČILIŠTE U RIJECI MEDICINSKI FAKULTET,Croatia,HR,Zagreb,Other / Undefined,"Opis poslova: ustrojava i izvodi nastavnu iz predmeta koji spadaju u znanstveno polje ili granu za koju je izabran, mentor je studenima preddiplomskih, diplomskih, stručnih i poslijediplomskih studija, sudjeluje u znanstvenoistraživačkom i stručnom radu Medicinski fakultet u Rijeci raspisuje 
N A T J E Č A J 
za izbor znanstvenika/ice na znanstveno-nastavno radno mjesto izvanrednog/ne profesora/ice iz znanstvenog područja biomedicina i zdravstvo, znanstveno polje javno zdravstvo i zdravstvena zaštita,  znanstvena grana zdravstvena ekologija, na Katedri za zdravstvenu ekologiju  Medicinskog fakulteta u Rijeci, u nastavnoj bazi Nastavni zavod za javno zdravstvo PGŽ, na neodređeno vrijeme, u nepunom radnom vremenu – 10 sati tjedno (za 50% nastavne obveze). 
Kandidati na natječaj moraju ispunjavati uvjete propisane Zakonom o visokom obrazovanju i znanstvenoj djelatnosti i Odluke o nužnim uvjetima za ocjenu nastavne i znanstveno-stručne djelatnosti u postupku izbora u znanstveno-nastavna zvanja Rektorskog zbora i Nacionalnog vijeća za znanost, visoko obrazovanje i tehnološki razvoj, Pravilnika o uvjetima za izbor u znanstvena zvanja Nacionalnog vijeća za znanost, visoko obrazovanje i tehnološki razvoj i Pravilnika o dodatnim uvjetima za izbor na znanstveno-nastavna radna mjesta iz područja biomedicine i zdravstva Medicinskog fakulteta u Rijeci. Kandidati na natječaj za izbor na znanstveno-nastavno radno mjesto uz prijavu prilažu dokumentaciju prema: Uputama za pisanje prijave za izbor u znanstveno-nastavno zvanje (nalaze se na WEB stranicamaFakulteta) • životopis, opis znanstveno-nastavne aktivnosti, potvrdu o ocijeni studentske ankete (ne odnosi se za izbore u docente), svjedodžbu o zdravstvenoj sposobnosti ovlaštenog liječnika medicine rada, predaju se isključivo u PDF formatu. 
Prijave na natječaj mogu dostaviti osobe oba spola (članak 13. stavak 2. Zakona o ravnopravnosti spolova, NN 82/08, 69/17). 
Prijavom na natječaj kandidat daje privolu da se svi njegovi osobni podaci sadržani u natječajnoj dokumentaciji prikupljaju i obrađuju u svrhu provedbe natječaja u skladu s propisima koji uređuju zaštitu osobnih podataka. 
Kandidati koji se na temelju posebnih propisa pozivaju na pravo prednosti prilikom zapošljavanja, obvezni su u prijavi na natječaj pozvati se na to pravo i priložiti sve dokaze koje posebni propisi određuju za ostvarivanje tog prava. Takvi kandidati ostvaruju prednost prilikom zapošljavanja u odnosu na ostale kandidate, samo pod jednakim uvjetima. Kandidati koji ostvaruju pravo prednosti pri zapošljavanju po Zakonu o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji, Zakonu o civilnim stradalnicima iz Domovinskog rata, dužni su se uz prijavu na natječaj pozvati na to pravo, te priložiti dokaze o ispunjavanju tih uvjeta. 
Kandidati kojima hrvatski jezik nije materinji jezik moraju priložiti dokaz o poznavanju hrvatskog jezika (razina B2) prema Zajedničkom europskom referentnom okviru za jezike. Kandidati koji su stekli obrazovanje izvan Republike Hrvatske, moraju dostaviti mišljenje nadležne agencije o stečenoj inozemnoj stručnoj kvalifikaciji. 
  
Fakultet zadržava pravo da prije donošenja odluke, s kandidatima koji podnesu pravovremenu i urednu prijavu te ispunjavaju formalne uvjete natječaja provede provjeru znanja i vještina testiranjem i/ili intervjuom. O održavanju testiranja i/ili intervjua kandidati će biti pravodobno obaviješteni. Ukoliko kandidat ne pristupi provjeri, smatrat će se da je povukao prijavu na natječaj. Fakultet zadržava pravo da djelomično ili u cijelosti poništi natječaj te da ne izvrši izbor niti jednog kandidata bez posebnog obrazloženja. 
Rok za podnošenje prijava je 30 dana od dana objave natječaja. Prijave se podnose putem elektroničke pošte pisarnica@medri.uniri.hr . 
Nepravovremene i nepotpune prijave neće se razmatrati.","(None, None)"
HR108,DJELATNIK/DJELATNICA ZA ODRŽAVANJE I UPRAVLJANJE ZGRADOM I ENERGENTIMA,2025-10-10,HAIX Obuća d.o.o.,Croatia,HR,Zagreb,Other / Undefined,"ZAPOŠLJAVAMO OSOBU NA POZICIJI: Održavanje i upravljanje zgradom i energentima Kao obiteljsko poduzeće znamo da su ljudi ti, koji svojim znanjem i vještinama pridonose našem uspjehu. Isto im vraćamo stimulativnim primanjima i korporativnom kulturom u kojoj se žive obiteljske vrijednosti. Želimo biti više od skupine timova u jednom poduzeću. Međusobna suradnja znači za nas međusobnu povezanost. Svi smo složni u uvjerenju da zajedno postižemo velike stvari. Kao poduzeće. Kao tim. Kao obitelj. Što donosiš sa sobom: SSS tehničkog ili srodnog usmjerenja Poželjno ali nije uvjet: Stručnjak za gospodarenje otpadom Poželjna ali nije uvjet: Stručni ispit za rukovanje i ispitivanje posuda pod tlakom i kompresore Izvrsno poznavanje zakonske regulative iz područja odgovornosti Minimalno 3 godine iskustva u na istim ili sličnim poslovima Dobro poznavanje MS Officea Fleksibilnost, dobre organizacijske vještine, proaktivnost u obavljanju poslova Opis radnog mjesta: Upravljanje zgradama poduzeća Upravljanje otpadom i briga o reciklažnom dvorištu te upravljanje okolišem Suradnja s vanjskim izvođačima radova Nadzor i suradnja prilikom izvođenja radova vanjskih firmi kao i primopredaja nakon izvršenih radova Planiranje i provođenje aktivnosti koje doprinose održivom razvoju objekta, uključujući energetsku učinkovitost, korištenje obnovljivih izvora energije te smanjenje negativnog utjecaja na okoliš Praćenje, evidentiranje i organizacija otklanjanja uočenih nedostataka tijekom redovnog odvijanja tehničkih, sigurnosnih i vatrogasnih operacija u objektu Redoviti pregledi imovine i njihove ispravnosti Što te očekuje: Ugovor na neodređeno vrijeme Stimulativna primanja Poticajna i prijateljska radna atmosfera Rad u dinamičnom okruženju Uvođenje u posao pod vodstvom mentora Veliki benefit paket (npr. team building, božićni domjenak, sportske aktivnosti, osiguranje 0-24, uplata u 3. mirovinski stup i još mnoge pogodnosti)","(None, None)"
HR109,PLANER / PLANERKA PROIZVODNJE,2025-10-22,WAM PRODUCT  d.o.o.,Croatia,HR,Zagreb,Other / Undefined,"Opis posla: 
- skupljanje narudžbi proizvodnje kako bi se poštivalo vrijeme isporuke i učinkovitost odjela 
- planiranje i puštanje u proizvodnju proizvodnih naloga 
- praćenje faze proizvodnje - s voditeljem pogona 
- izvještavanje o odstupanjima u proizvodnji - s voditeljem pogona 
- izrada dokumentacije pogona 
- analiza bilance proizvodnje i njenog odstupanja od teorijskog vremena 
 
Uvjeti: 
- poželjno iskustvo rada u SAP-u 
- engleski jezik u govoru i pismu 
- napredno korištene paketa Microsoft office 
 
Poslodavac nudi: 
- stimulativna primanja, prehranu, putni troškove, dodatnih 1000 € neto prigodnih nagrada godišnje 
- svake godine novčani dar za svako dijete do 15 g. starosti u iznosu od 130 € neto, 
- jubilarne nagrade, 
- redovno povećanje plaće, laptop, mobitel, 
- pozitivno radno okruženje.","(None, None)"
HR110,TEHNOLOG/TEHNOLOGINJA U PRIPREMI PROIZVODNJE NAMJEŠTAJA,2025-09-24,MANITU d.o.o.,Croatia,HR,Zagreb,Other / Undefined,Opis poslova: - rad u programu Corpus - rad na simulaciji namještaja te daljnjoj pripremi za puštanje na strojeve - organizacija poslova,"(None, None)"
HR111,OPERATER/OPERATERKA NA RAČUNALU I RAZNIM STROJEVIMA ZA PRINT,2025-12-09,BEST,Croatia,HR,Zagreb,Other / Undefined,"Opis posla: kompjuterska priprema i upravljanje cnc i graverskim strojevima, rad sa inkjet, laserskim, solventnim i UV printerima, poznavanje rada s RIP programima, poznavanje grafičkih programa, izrada jednostavnih grafičkih priprema i priprema fileova za print. Mogućnost stalnog zaposlenja.","(None, None)"
HR112,KOORDINATOR/ICA KVALITETE ,2025-11-25,Advanced Textiles Lab d.o.o.,Croatia,HR,Zagreb,"Cloud, DevOps & Systems Engineering","Ogovornosti: -organizacija i koordinacija odjela zavrsne kontrole u svrhu osiguranja pravovremene isporuke gotovih proizvoda -nadzor nad procesima i procedurama u skladu s internim standardima i zakonskim propisima -Izrada i upravljanje dokumentacijom -izrada i provedba mjesecnih i godisnjih planova kontrole -izrada izvjestaja i prijedlog korektivnih mjera -suradnja s drugim odjelima i upravom radi osiguranja uskladenosti procesa -pracenje ucinkovitosti implementiranih mjera -educiranje zaposlenika o pravilima kontrole i standardima kvalitete Uvjeti: -srednja skola/ VSS/VŠS tekstilnog ili srodnog smjera -pozeljno iskustvo na poslovima kontrole ili upravljanja procesima -analiticke i organizacijske vjestine -odgovornost, preciznost i samostalnost u radu -pozeljna komunikacija na njemackom i/ili engleskom jeziku Vrsta zaposlenja : na neodredjeno sa probnim rokom od 6 mjeseci","(None, None)"
HR113, DISPONENT/ICA (LOGISTIČAR/KA) U MEĐUNARODNOM PRIJEVOZU ,2025-11-29,AGRO CEREAL TRANSPORTI d.o.o.,Croatia,HR,Zagreb,Other / Undefined,"Uvjeti: - Minimalno 1 godina radnog iskustva na istim poslovima - Samostalan radnik - Vozačka dozvola B kategorije - Vrlo dobro znanje engleskog jezika - Vrlo dobro znanje rada na računalu (e-mail, excel, word) - Prednost poznavanje rada na Timocom platformi Opis poslova: - Vođenje voznog parka - Komunikacija s vozačima i klijentima - Organizacija, kordinacija i praćenje prijevoznih tura - Obrada naloga za prijevoz robe, raspoređivanje vozača i voznih jedinica za preuzete naloge - obrada transportne dokumentacije i putnih naloga. - Osiguranje efikasnog vođenja kompletnog sektora logistike Što nudimo: - Stalni radni odnos - Rad u prijateljskoj radnoj okolini - Rad u sigurnom okruženju - Božničnica i regres - Neto plaća ovisi o radnom iskustvu, širini posla koje zna i može obavljati te o tome koliko je radnik samostalan. Ukoliko ne zadovoljavate uvjete, ali smatrate da bi bili dobar kandidat i da biste se pronašli u ovom poslu te da imate dovoljno motivacije za ovaj posao - javite se.","(None, None)"
HR114,TEHNIČAR/TEHNIČARKA KONTROLE KVALITETE ,2025-11-28,HAIX Obuća d.o.o.,Croatia,HR,Zagreb,Other / Undefined,"TEHNIČAR KONTROLE KVALITETE (m/ž) Kao obiteljsko poduzeće znamo da su ljudi ti, koji svojim znanjem i vještinama pridonose našem uspjehu. Isto im vraćamo sa stimulativnim primanjima i korporativnom kulturom u kojoj se žive obiteljske vrijednosti. Želimo biti više od skupine timova u jednom poduzeću. Međusobna suradnja znači za nas međusobnu povezanost. Svi smo složni u uvjerenju da zajedno postižemo velike stvari. Kao poduzeće. Kao tim. Kao obitelj. Očekuju te sljedeći zadaci: Kontrola ulaza sirovina i gornjišta prema propisima kompanije Kontinuirana kontrola i revizija procesa proizvodnje Kontrola kvalitete cipela prema  zadanim parametrima u katalogu Redovita kontrola i revizija procesa proizvodnje u vanjskim jedinicama proizvodnje Provedba testiranja (vodonepropusnost, antistatika, simulator hodanja) Analize grešaka (obuća, materijal...) Kontrola cipela 2. klase Održavanje i razrada pokazatelja i dokumentacije za procjenu i ocjenu kvalitete Što donosiš sa sobom: Poželjno stručno poznavanje proizvodnje cipela i/ili iskustvo u području osiguranja kvalitete Spremnost na službena putovanja Organizacijske vještine Poznavanje rada u MS Office paketu Fleksibilnost u radu Zadovoljstvo radom u timu Poželjno poznavanje njemačkog jezika ili engleskog jezika Što te očekuje: Rad u internacionalnom okruženju Ugovor na neodređeno vrijeme Poticajna i prijateljska radna atmosfera Uvođenje u posao pod vodstvom mentora Veliki benefit paket (npr. team building, božićni domjenak, sportske aktivnosti, besplatna pokretna knjižnica, osiguranje 0-24, uplata u 3. mirovinski stup i još mnoge pogodnosti)","(None, None)"
HR115,INFORMATIČKI SPECIJALIST/INFORMATIČKA SPECIJALISTICA,2025-12-09,FILOZOFSKI FAKULTET U RIJECI,Croatia,HR,Zagreb,Other / Undefined,"Filozofski fakultet u Rijeci raspisuje NATJEČAJ za zapošljavanje Jednog izvršitelja (m/ž) na radno mjesto informatički specijalist, na neodređeno vrijeme u punom radnom vremenu, uz probni rad od šest (6) mjeseci. Uvjeti: razina 7.1. informatičkog usmjerenja, najmanje 5 godina radnog iskustva na istim ili sličnim poslovima, napredno poznavanje rada na računalu, vladanje engleskim jezikom najmanje na razini B2. Kao prednost pri ocjeni kandidata vrednovat će se: prethodno radno iskustvo u osmišljavanju i implementaciji arhitektura baza podataka i informatičkih sustava za automatizaciju prikupljanja, obrade i praćenja podataka, poznavanje izrade aplikacija za praćenje izvršenja ugovora i upravljanje pokazateljima učinka, iskustvo u izradi izvještajnih sustava i dashboarda za praćenje ključnih pokazatelja, poznavanje CMS sustava. Pristupnici su obvezni priložiti: potpisanu prijavu na natječaj, životopis, presliku dokaza o odgovarajućoj stručnoj spremi, presliku identifikacijske isprave, elektronički zapis o podacima osiguranja HZMO-a (e-radna knjižica), dokaz o radnom iskustvu (presliku ugovora o radu, potvrdu poslodavca o vrsti poslova i trajanju radnog odnosa, preporuke i slično). Dokaz o odgovarajućem poznavanju engleskog jezika prihvatit će se preslika ocjena ili vlastoručno potpisana izjava o ispunjavanju navedenog uvjeta. Dokaz o poznavanju rada na računalu prihvatit će se preslika uvjerenja, potvrde ili drugi odgovarajući dokaz odnosno vlastoručna potpisana izjava o ispunjavanju navedenog uvjeta, U prijavi na natječaj pristupnici trebaju obvezno navesti osobne podatke: ime i prezime, datum i mjesto rođenja, adresu stanovanja, broj telefona, e-adresu, naziv radnog mjesta na koje se prijavljuju. Prijavu na natječaj je potrebno vlastoručno potpisati. Pod radnim iskustvom podrazumijeva se vrijeme provedeno u radnom odnosu na odgovarajućim poslovima nakon stjecanja određene kvalifikacije i pridružene razine sukladno Hrvatskom kvalifikacijskom okviru (HKO-u). Sukladno čl. 13. st. 1. (Narodne novine br. 82/08 i 69/17) Zakona o ravnopravnosti spolova, na natječaj se mogu javiti osobe obaju spolova. Podnošenjem prijave na natječaj, pristupnici natječaja daju izričitu suglasnost da Filozofski fakultet u Rijeci kao voditelj zbirke osobnih podataka može obrađivati njihove osobne podatke sukladno odredbama pozitivnih propisa o zaštiti osobnih podataka, a u svrhu provedbe natječajnog postupka. Pristupnici koji se pozivaju na pravo prednosti pri zapošljavanju sukladno članku 102. Zakona o hrvatskih branitelja iz Domovinskog rata i članova njihovih obitelji (NN br. 121/17, 98/19 i 84/21), članku 48.f Zakona o zaštiti vojnih i civilnih invalida rata (NN br. 33/92, 57/92, 77/92, 27/93, 58/93, 2/94, 76/94, 108/95, 108/96, 82/01, 103/03 i 148/13 i 98/19), članku 9. Zakona o profesionalnoj rehabilitaciji i zapošljavanju osoba s invaliditetom (NN br. 157/13, 152/14, 39/18 i 32/20), članku 48. Zakona o civilnim stradalnicima iz domovinskog rata (NN 84/21), dužni su se u prijavi na natječaj pozvati na to pravo i priložiti sve dokaze koje posebni propisi određuju za ostvarivanje toga prava. Takvi pristupnici ostvaruju prednost prilikom zapošljavanja u odnosu na ostale pristupnike, samo pod jednakim uvjetima. Dokazi za ostvarivanje prava prednosti pri zapošljavanju sukladno Zakonu o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji, dostupni su na web-stranici Ministarstva hrvatskih branitelja: https://branitelji.gov.hr/UserDocsImages/NG/12%20Prosinac/Zapo%C5%A1ljavanje/popis%20dokaza%20za%20ostvarivanje%20prava%20prednosti%20pri%20zapo%C5%A1ljavanju.pdf Dokazi za ostvarivanje prava prednosti pri zapošljavanju sukladno Zakonu o civilnim stradalnicima iz Domovinskog rata, dostupni su na web-stranici Ministarstva hrvatskih branitelja: https://branitelji.gov.hr/UserDocsImages/dokumenti/Nikola/popis%20dokaza%20za%20ostvarivanje%20prava%20prednosti%20pri%20zapo%C5%A1ljavanju-%20Zakon%20o%20civilnim%20stradalnicima%20iz%20DR.pdf Nepravovremene i nepotpune prijave te prijave koje ne ispunjavaju formalne uvjete natječaja neće se razmatrati. Potpuna prijava smatra se prijava koja sadrži sve podatke i priloge navedene u ovom natječaju. Za pristupnike koji ispunjavaju uvjete natječaja Fakultet u Rijeci pridržava pravo provjere znanja, vještina i sposobnosti testiranjem i/ili intervjuom. U slučaju provedbe navedenih provjera, pristupnici će o istima biti pravodobno obaviješteni i obvezni su im pristupiti, u protivnom će se smatrati da su odustali od prijave na natječaj. Filozofski fakultet u Rijeci pridržava pravo, djelomično ili u cijelosti, u svako vrijeme poništiti ovaj natječaj. Rezultati natječajnog postupka objavit će se na službenoj mrežnoj stranici Fakulteta https://ffri.uniri.hr/vijesti/natjecaji/ Povrat natječajne dokumentacije izvršit će se na zahtjev pristupnika, koji zahtjev pristupnik treba navesti u tekstu prijave. Rok za podnošenje prijava je 8 dana od dana objave natječaja koji je zadnji objavljen u odgovarajućim medijima. Natječaj će se objaviti na službenim mrežnim stranicama Filozofskog fakulteta u Rijeci, Sveučilišta u Rijeci i Hrvatskog zavoda za zapošljavanje. Vlastoručno potpisane prijave s dokazima o ispunjavanju uvjeta natječaja podnose se putem elektroničke pošte na adresu natjecaji@ffri.uniri.hr ili putem pošte ili osobno na adresu: FILOZOFSKI FAKULTET U RIJECI, Sveučilišna avenija 4, 51000 Rijeka (uz naznaku: Prijava na natječaj za radno mjesto informatički specijalist“.","(None, None)"
HR116,VODITELJ/ICA PRANJA,2025-09-30,KROKOTEKS HOTELI d.o.o.,Croatia,HR,Zagreb,Other / Undefined,"Lokacija: Sveti Ivan Zelina O nama: Krokoteks hoteli d.o.o. je lider u pružanju usluga pranja i najma tekstila. Naša misija je osigurati besprijekornu kvalitetu i pouzdanost. U potrazi smo za proaktivnim i organiziranim voditeljem koji će preuzeti odgovornost za vođenje pranja Opis posla i odgovornosti: Organizacija, planiranje i nadzor cjelokupnog procesa rada Vođenje i motiviranje tima Izrada rasporeda rada i praćenje radne učinkovitosti Kontrola kvalitete opranog rublja sukladno standardima Nadzor nad zalihama potrošnog materijala (deterdženti, kemikalije) Osiguravanje poštivanja mjera zaštite na radu Što tražimo od Vas: Minimalno 2 godine iskustva na voditeljskim ili sličnim pozicijama (prednost je iskustvo u praonici ili srodnoj industriji) Izražene organizacijske i liderske vještine Sposobnost samostalnog rješavanja problema i donošenja odluka Osnovno poznavanje rada na računalu (MS Office) Vozačka dozvola B kategorije (poželjno) Što nudimo: Konkurentna primanja sukladno iskustvu i odgovornostima Ugovor o radu na neodređeno vrijeme Priliku za profesionalni razvoj i napredovanje Dinamično i izazovno radno okruženje","(None, None)"
HR117,STRUČNI SAVJETNIK INFORMATIČKE STRUKE M/Ž,2025-12-09,OPĆA BOLNICA VARAŽDIN,Croatia,HR,Zagreb,"Cloud, DevOps & Systems Engineering","OPĆA BOLNICA VARAŽDIN Temeljem članka 24. Statuta Opće bolnice Varaždin, članka 24. Temeljnog kolektivnog ugovora za zaposlenike u javnim službama („Narodne novine“ broj 29/24.) i suglasnosti Ministarstva zdravstva, Ravnatelj Opće bolnice Varaždin raspisuje N A T J E Č A J za prijam u radni odnos (m/ž) stručni savjetnik informatičke struke – jedan (1) izvršitelj – na neodređeno vrijeme (koje je sukladno Uredbi o nazivima radnih mjesta, uvjetima za raspored i koeficijentima za obračun plaće u javnim službama („Narodne novine“ 22/24.) prevedeno u informatički savjetnik ) UVJETI: VSS, preddiplomski i diplomski sveučilišni studij ekonomske, informatičke ili elektrotehničke struke i 5 godina radnog iskustva. Kandidati su uz molbu dužni priložiti dokaze o ispunjavanju uvjeta iz natječaja u preslici/originalu i to: - diploma ili potvrda o završenoj traženoj stručnoj spremi 
- potvrda Hrvatskog zavoda za mirovinsko osiguranje o radnom stažu (potvrda koja sadrži podatak   o radnom stažu može se podići u Hrvatskom zavodu za mirovinsko osiguranje ili u sustavu e-građani kao elektronički zapis o radno pravnom statusu e-radna knjižica) 
- ugovor/e o radu 
- dokaz o državljanstvu 
- životopis dostaviti u europskom formatu (Europass) 
- popunjen i potpisan obrazac privole za prikupljanje i obradu osobnih podataka. U slučaju da je kandidat stekao obrazovnu kvalifikaciju u inozemstvu, obvezan je uz molbu priložiti i rješenje ili potvrdu nadležnog državnog tijela o priznavanju inozemne obrazovne kvalifikacije. Ako za radno mjesto postoji potreba polaganja ispita radi stjecanja određenih znanja i vještina ili je to propisano posebnim propisima, radnika se može zaposliti na radno mjesto uz uvjet da ispit položi u roku od 1 godine od zasnivanja radnog odnosa, a u slučaju da radnik u navedenom roku ispit ne položi, može mu se otkazati ugovor o radu. Kandidati koji će obavljati poslove u zdravstvenoj djelatnosti ne mogu se primiti u radni odnos za obavljanje poslova osoba koja u sustavu zdravstva neposredno u vidu zanimanja pruža zdravstvenu zaštitu te koja sudjeluje u dijagnostičkim i terapijskim postupcima, a protiv koje je pokrenut kazneni postupak ili koja je pravomoćno osuđena za neko od kaznenih djela iz glave XVI. Kaznenog zakona („Narodne novine“, br. 125/11., 144/12., 56/15., 61/15. – ispravak, 101/17., 118/18., 126/19., 84/21., 114/22., 114/23. i 36/24.) – Kaznena djela protiv spolne slobode i glave XVII. istoga Zakona – Kaznena djela spolnog zlostavljanja i iskorištavanja djeteta. Poslodavac je dužan po službenoj dužnosti pribaviti dokaz da kandidat  nije osuđen za kaznena djela iz glave XVI. Kaznenog zakona („Narodne novine“, br. 125/11., 144/12., 56/15., 61/15. – ispravak, 101/17., 118/18., 126/19., 84/21., 114/22., 114/23. i 36/24.) – Kaznena djela protiv spolne slobode i glave XVII. istoga Zakona – Kaznena djela spolnog zlostavljanja i iskorištavanja djeteta. Prijavom na natječaj kandidat daje privolu Općoj bolnici Varaždin za prikupljanje i obradu osobnih podataka navedenih u prijavi na natječaj te dokumentaciji dostavljenoj uz prijavu, a u svrhu odabira kandidata za zapošljavanje, na dostavu obavijesti o rezultatima natječaja koja se dostavlja svim kandidatima, na objavu imena i prezimena odabranog kandidata na oglasnim pločama i na web stranici Opće bolnice Varaždin te da se s natječajnom dokumentacijom postupa sukladno općim aktima Opće bolnice Varaždin. Obrazac privole kao privitak natječaju nalazi se na web stranici Opće bolnice Varaždin PRIVOLA ili u urudžbenom zapisniku Opće bolnice Varaždin. Bez uredno popunjene, potpisane te priložene privole prijavi na natječaj, prijava će se smatrati neurednom i nepotpunom i ista će se odbaciti. Osobe koje prema posebnim propisima ostvaruju pravo prednosti, moraju se u molbi pozvati na to pravo, odnosno uz molbu priložiti svu propisanu dokumentaciju prema posebnom zakonu. Kandidati koji mogu ostvariti pravo prednosti kod prijama u javnu službu sukladno članku 102. Zakona o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji („Narodne novine“ broj 121/17., 98/19., 84/21. i 156/23.), članku 48.f Zakona o zaštiti vojnih i civilnih invalida rata („Narodne novine“ broj 33/92., 57/92., 77/92., 27/93., 58/93., 02/94., 76/94., 108/95., 108/96., 82/01., 103/03, 148/13. i 98/19.), članku 9. Zakona o profesionalnoj rehabilitaciji i zapošljavanju osoba s invaliditetom („Narodne novine“ broj 157/13.,152/14, 39/18. i 32/20.), dužni su u prijavi na javni natječaj pozvati na to pravo te imaju prednost u odnosu na ostale kandidate samo pod jednakim uvjetima. Kandidati koji se pozivaju na pravo prednosti prilikom zapošljavanja u skladu s člankom 102. Zakona o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji („Narodne novine“ broj 121/17., 98/19., 84/21. i 156/23.) uz prijavu na natječaj dužni su priložiti osim dokaza o ispunjavanju traženih uvjeta i sve potrebne dokaze dostupne na poveznici Ministarstva hrvatskih branitelja: https://branitelji.gov.hr/zaposljavanje-843/843 . Kandidati koji se pozivaju na pravo prednosti prilikom zapošljavanja sukladno članku 48.f Zakona o zaštiti civilnih i vojnih invalida rata („Narodne novine“ broj 33/92., 57/92., 77/92., 27/93., 58/93., 02/94., 76/94., 108/95., 108/96., 82/01., 103/03, 148/13. i 98/19.), uz molbu na natječaj dužni su, osim dokaza o ispunjavanju traženih uvjeta, priložiti i rješenje, odnosno potvrdu iz koje je vidljivo navedeno pravo. Kandidati koji se pozivaju na pravo prednosti prilikom zapošljavanja sukladno članku 9. Zakona o profesionalnoj rehabilitaciji i zapošljavanju osoba s invaliditetom („Narodne novine“ broj 157/13., 152/14, 39/18. i 32/20) , uz molbu na natječaj dužni su, osim dokaza o ispunjavanju traženih uvjeta, priložiti i rješenje o utvrđenom invaliditetu, odnosno drugi dokaz o invaliditetu. Kandidati će biti pozvani na provjeru znanja. Vrijeme i mjesto provjere znanja objavit će se na web- stranici Opće bolnice Varaždin; www.obv.hr i na oglasnoj ploči Opće bolnice Varaždin. 
Odluka o odabiru kandidata objavljuje se na web-stranici i oglasnoj ploči Opće bolnice Varaždin. Prijave s dokazima o ispunjavanju uvjeta podnose se u roku od 8 dana od dana objave ovog natječaja na oglasnoj ploči Hrvatskog zavoda za zapošljavanje, Područni ured Varaždin, na adresu: Opća bolnica Varaždin, 42 000 Varaždin, Ivana Meštrovića 1 u zatvorenoj kuverti s naznakom „za natječaj _______________________“  i „ne otvaraj“- obvezno je potrebno navesti za koji natječaj i koje se radno mjesto kandidati javljaju. Ukoliko se kandidat javlja na više radnih mjesta, potrebno je dostaviti svaku prijavu odvojeno. Nepotpune i nepravodobne prijave neće se razmatrati.","(None, None)"
